model_kind,fold,layer,phase,accuracy,balanced_accuracy,auroc,n_test
phase_activation,3,8,pre_selector,0.5,0.5,0.5,12
phase_activation,4,8,pre_selector,0.5,0.5,0.5,12
phase_activation,0,9,pre_selector,0.5,0.5,0.5,12
phase_activation,1,9,pre_selector,0.5,0.5,0.5,12
phase_activation,2,9,pre_selector,0.5,0.5,0.5,16
phase_activation,3,9,pre_selector,0.5,0.5,0.5,12
phase_activation,4,9,pre_selector,0.5,0.5,0.5,12
phase_activation,0,10,pre_selector,0.5,0.5,0.5,12
phase_activation,1,10,pre_selector,0.5,0.5,0.5,12
phase_activation,2,10,pre_selector,0.5,0.5,0.5,16
phase_activation,3,10,pre_selector,0.5,0.5,0.5,12
phase_activation,4,10,pre_selector,0.5,0.5,0.5,12
phase_activation,0,11,pre_selector,0.5,0.5,0.5,12
phase_activation,1,11,pre_selector,0.5,0.5,0.5,12
phase_activation,2,11,pre_selector,0.5,0.5,0.5,16
phase_activation,3,11,pre_selector,0.5,0.5,0.5,12
phase_activation,4,11,pre_selector,0.5,0.5,0.5,12
phase_activation,0,12,pre_selector,0.5,0.5,0.5,12
phase_activation,1,12,pre_selector,0.5,0.5,0.5,12
phase_activation,2,12,pre_selector,0.5,0.5,0.5,16
phase_activation,3,12,pre_selector,0.5,0.5,0.5,12
phase_activation,4,12,pre_selector,0.5,0.5,0.5,12
phase_activation,0,13,pre_selector,0.5,0.5,0.5,12
phase_activation,1,13,pre_selector,0.5,0.5,0.5,12
phase_activation,2,13,pre_selector,0.5,0.5,0.5,16
phase_activation,3,13,pre_selector,0.5,0.5,0.5,12
phase_activation,4,13,pre_selector,0.5,0.5,0.5,12
phase_activation,0,14,pre_selector,0.5,0.5,0.5,12
phase_activation,1,14,pre_selector,0.5,0.5,0.5,12
phase_activation,2,14,pre_selector,0.5,0.5,0.5,16
phase_activation,3,14,pre_selector,0.5,0.5,0.5,12
phase_activation,4,14,pre_selector,0.5,0.5,0.5,12
phase_activation,0,15,pre_selector,0.5,0.5,0.5,12
phase_activation,1,15,pre_selector,0.5,0.5,0.5,12
phase_activation,2,15,pre_selector,0.5,0.5,0.5,16
phase_activation,3,15,pre_selector,0.5,0.5,0.5,12
phase_activation,4,15,pre_selector,0.5,0.5,0.5,12
phase_activation,0,16,pre_selector,0.5,0.5,0.5,12
phase_activation,1,16,pre_selector,0.5,0.5,0.5,12
phase_activation,2,16,pre_selector,0.5,0.5,0.5,16
phase_activation,3,16,pre_selector,0.5,0.5,0.5,12
phase_activation,4,16,pre_selector,0.5,0.5,0.5,12
phase_activation,0,17,pre_selector,0.5,0.5,0.5,12
phase_activation,1,17,pre_selector,0.5,0.5,0.5,12
phase_activation,2,17,pre_selector,0.5,0.5,0.5,16
phase_activation,3,17,pre_selector,0.5,0.5,0.5,12
phase_activation,4,17,pre_selector,0.5,0.5,0.5,12
phase_activation,0,18,pre_selector,0.5,0.5,0.5,12
phase_activation,1,18,pre_selector,0.5,0.5,0.5,12
phase_activation,2,18,pre_selector,0.5,0.5,0.5,16
phase_activation,3,18,pre_selector,0.5,0.5,0.5,12
phase_activation,4,18,pre_selector,0.5,0.5,0.5,12
phase_activation,0,19,pre_selector,0.5,0.5,0.5,12
phase_activation,1,19,pre_selector,0.5,0.5,0.5,12
phase_activation,2,19,pre_selector,0.5,0.5,0.5,16
phase_activation,3,19,pre_selector,0.5,0.5,0.5,12
phase_activation,4,19,pre_selector,0.5,0.5,0.5,12
phase_activation,0,20,pre_selector,0.5,0.5,0.5,12
phase_activation,1,20,pre_selector,0.5,0.5,0.5,12
phase_activation,2,20,pre_selector,0.5,0.5,0.5,16
phase_activation,3,20,pre_selector,0.5,0.5,0.5,12
phase_activation,4,20,pre_selector,0.5,0.5,0.5,12
phase_activation,0,21,pre_selector,0.5,0.5,0.5,12
phase_activation,1,21,pre_selector,0.5,0.5,0.5,12
phase_activation,2,21,pre_selector,0.5,0.5,0.5,16
phase_activation,3,21,pre_selector,0.5,0.5,0.5,12
phase_activation,4,21,pre_selector,0.5,0.5,0.5,12
phase_activation,0,22,pre_selector,0.5,0.5,0.5,12
phase_activation,1,22,pre_selector,0.5,0.5,0.5,12
phase_activation,2,22,pre_selector,0.5,0.5,0.5,16
phase_activation,3,22,pre_selector,0.5,0.5,0.5,12
phase_activation,4,22,pre_selector,0.5,0.5,0.5,12
phase_activation,0,23,pre_selector,0.5,0.5,0.5,12
phase_activation,1,23,pre_selector,0.5,0.5,0.5,12
phase_activation,2,23,pre_selector,0.5,0.5,0.5,16
phase_activation,3,23,pre_selector,0.5,0.5,0.5,12
phase_activation,4,23,pre_selector,0.5,0.5,0.5,12
phase_activation,0,24,pre_selector,0.5,0.5,0.5,12
phase_activation,1,24,pre_selector,0.5,0.5,0.5,12
phase_activation,2,24,pre_selector,0.5,0.5,0.5,16
phase_activation,3,24,pre_selector,0.5,0.5,0.5,12
phase_activation,4,24,pre_selector,0.5,0.5,0.5,12
phase_activation,0,25,pre_selector,0.5,0.5,0.5,12
phase_activation,1,25,pre_selector,0.5,0.5,0.5,12
phase_activation,2,25,pre_selector,0.5,0.5,0.5,16
phase_activation,3,25,pre_selector,0.5,0.5,0.5,12
phase_activation,4,25,pre_selector,0.5,0.5,0.5,12
phase_activation,0,26,pre_selector,0.5,0.5,0.5,12
phase_activation,1,26,pre_selector,0.5,0.5,0.5,12
phase_activation,2,26,pre_selector,0.5,0.5,0.5,16
phase_activation,3,26,pre_selector,0.5,0.5,0.5,12
phase_activation,4,26,pre_selector,0.5,0.5,0.5,12
phase_activation,0,27,pre_selector,0.5,0.5,0.5,12
phase_activation,1,27,pre_selector,0.5,0.5,0.5,12
phase_activation,2,27,pre_selector,0.5,0.5,0.5,16
phase_activation,3,27,pre_selector,0.5,0.5,0.5,12
phase_activation,4,27,pre_selector,0.5,0.5,0.5,12
phase_activation,0,28,pre_selector,0.5,0.5,0.5,12
phase_activation,1,28,pre_selector,0.5,0.5,0.5,12
phase_activation,2,28,pre_selector,0.5,0.5,0.5,16
phase_activation,3,28,pre_selector,0.5,0.5,0.5,12
phase_activation,4,28,pre_selector,0.5,0.5,0.5,12
phase_activation,0,29,pre_selector,0.5,0.5,0.5,12
phase_activation,1,29,pre_selector,0.5,0.5,0.5,12
phase_activation,2,29,pre_selector,0.5,0.5,0.5,16
phase_activation,3,29,pre_selector,0.5,0.5,0.5,12
phase_activation,4,29,pre_selector,0.5,0.5,0.5,12
phase_activation,0,30,pre_selector,0.5,0.5,0.5,12
phase_activation,1,30,pre_selector,0.5,0.5,0.5,12
phase_activation,2,30,pre_selector,0.5,0.5,0.5,16
phase_activation,3,30,pre_selector,0.5,0.5,0.5,12
phase_activation,4,30,pre_selector,0.5,0.5,0.5,12
phase_activation,0,31,pre_selector,0.5,0.5,0.5,12
phase_activation,1,31,pre_selector,0.5,0.5,0.5,12
phase_activation,2,31,pre_selector,0.5,0.5,0.5,16
phase_activation,3,31,pre_selector,0.5,0.5,0.5,12
phase_activation,4,31,pre_selector,0.5,0.5,0.5,12
phase_activation,0,32,pre_selector,0.5,0.5,0.5,12
phase_activation,1,32,pre_selector,0.5,0.5,0.5,12
phase_activation,2,32,pre_selector,0.5,0.5,0.5,16
phase_activation,3,32,pre_selector,0.5,0.5,0.5,12
phase_activation,4,32,pre_selector,0.5,0.5,0.5,12
phase_activation,0,33,pre_selector,0.5,0.5,0.5,12
phase_activation,1,33,pre_selector,0.5,0.5,0.5,12
phase_activation,2,33,pre_selector,0.5,0.5,0.5,16
phase_activation,3,33,pre_selector,0.5,0.5,0.5,12
phase_activation,4,33,pre_selector,0.5,0.5,0.5,12
phase_activation,0,34,pre_selector,0.5,0.5,0.5,12
phase_activation,1,34,pre_selector,0.5,0.5,0.5,12
phase_activation,2,34,pre_selector,0.5,0.5,0.5,16
phase_activation,3,34,pre_selector,0.5,0.5,0.5,12
phase_activation,4,34,pre_selector,0.5,0.5,0.5,12
phase_activation,0,35,pre_selector,0.5,0.5,0.5,12
phase_activation,1,35,pre_selector,0.5,0.5,0.5,12
phase_activation,2,35,pre_selector,0.5,0.5,0.5,16
phase_activation,3,35,pre_selector,0.5,0.5,0.5,12
phase_activation,4,35,pre_selector,0.5,0.5,0.5,12
phase_activation,0,0,post_selector,0.4166666666666667,0.41666666666666663,0.5833333333333334,12
phase_activation,1,0,post_selector,0.5,0.5,0.47222222222222227,12
phase_activation,2,0,post_selector,0.4375,0.4375,0.34375,16
phase_activation,3,0,post_selector,0.3333333333333333,0.3333333333333333,0.5,12
phase_activation,4,0,post_selector,0.16666666666666666,0.16666666666666666,0.1111111111111111,12
phase_activation,0,1,post_selector,0.6666666666666666,0.6666666666666666,0.7222222222222223,12
phase_activation,1,1,post_selector,0.5,0.5,0.6111111111111112,12
phase_activation,2,1,post_selector,0.5,0.5,0.484375,16
phase_activation,3,1,post_selector,0.3333333333333333,0.3333333333333333,0.4166666666666667,12
phase_activation,4,1,post_selector,0.25,0.25,0.2777777777777778,12
phase_activation,0,2,post_selector,0.5833333333333334,0.5833333333333334,0.6944444444444445,12
phase_activation,1,2,post_selector,0.5,0.5,0.6111111111111112,12
phase_activation,2,2,post_selector,0.375,0.375,0.390625,16
phase_activation,3,2,post_selector,0.4166666666666667,0.41666666666666663,0.4722222222222222,12
phase_activation,4,2,post_selector,0.4166666666666667,0.41666666666666663,0.38888888888888895,12
phase_activation,0,3,post_selector,0.8333333333333334,0.8333333333333333,0.888888888888889,12
phase_activation,1,3,post_selector,0.4166666666666667,0.41666666666666663,0.5,12
phase_activation,2,3,post_selector,0.4375,0.4375,0.546875,16
phase_activation,3,3,post_selector,0.4166666666666667,0.41666666666666663,0.47222222222222227,12
phase_activation,4,3,post_selector,0.5,0.5,0.6111111111111112,12
phase_activation,0,4,post_selector,0.5833333333333334,0.5833333333333334,0.8333333333333334,12
phase_activation,1,4,post_selector,0.5,0.5,0.4444444444444444,12
phase_activation,2,4,post_selector,0.3125,0.3125,0.359375,16
phase_activation,3,4,post_selector,0.5,0.5,0.4444444444444445,12
phase_activation,4,4,post_selector,0.4166666666666667,0.41666666666666663,0.5277777777777778,12
phase_activation,0,5,post_selector,0.75,0.75,0.8333333333333334,12
phase_activation,1,5,post_selector,0.4166666666666667,0.41666666666666663,0.3611111111111111,12
phase_activation,2,5,post_selector,0.375,0.375,0.40625,16
phase_activation,3,5,post_selector,0.5,0.5,0.6666666666666667,12
phase_activation,4,5,post_selector,0.5,0.5,0.6388888888888888,12
phase_activation,0,6,post_selector,0.5833333333333334,0.5833333333333334,0.75,12
phase_activation,1,6,post_selector,0.4166666666666667,0.41666666666666663,0.3333333333333333,12
phase_activation,2,6,post_selector,0.3125,0.3125,0.28125,16
phase_activation,3,6,post_selector,0.4166666666666667,0.41666666666666663,0.5277777777777778,12
phase_activation,4,6,post_selector,0.3333333333333333,0.3333333333333333,0.5,12
phase_activation,0,7,post_selector,0.5,0.5,0.8611111111111112,12
phase_activation,1,7,post_selector,0.5,0.5,0.38888888888888884,12
phase_activation,2,7,post_selector,0.375,0.375,0.34375,16
phase_activation,3,7,post_selector,0.5,0.5,0.4722222222222222,12
phase_activation,4,7,post_selector,0.4166666666666667,0.41666666666666663,0.5277777777777777,12
phase_activation,0,8,post_selector,0.4166666666666667,0.4166666666666667,0.5833333333333334,12
phase_activation,1,8,post_selector,0.5,0.5,0.5,12
phase_activation,2,8,post_selector,0.3125,0.3125,0.25,16
phase_activation,3,8,post_selector,0.5833333333333334,0.5833333333333333,0.5,12
phase_activation,4,8,post_selector,0.4166666666666667,0.41666666666666663,0.4722222222222222,12
phase_activation,0,9,post_selector,0.75,0.75,0.6944444444444444,12
phase_activation,1,9,post_selector,0.5,0.5,0.5,12
phase_activation,2,9,post_selector,0.3125,0.3125,0.203125,16
phase_activation,3,9,post_selector,0.5,0.5,0.5277777777777778,12
phase_activation,4,9,post_selector,0.5,0.5,0.4722222222222222,12
phase_activation,0,10,post_selector,0.5833333333333334,0.5833333333333334,0.7777777777777778,12
phase_activation,1,10,post_selector,0.4166666666666667,0.41666666666666663,0.5277777777777777,12
phase_activation,2,10,post_selector,0.5,0.5,0.421875,16
phase_activation,3,10,post_selector,0.4166666666666667,0.41666666666666663,0.5833333333333334,12
phase_activation,4,10,post_selector,0.5,0.5,0.5833333333333334,12
phase_activation,0,11,post_selector,1.0,1.0,1.0,12
phase_activation,1,11,post_selector,0.75,0.75,0.8055555555555556,12
phase_activation,2,11,post_selector,0.625,0.625,0.71875,16
phase_activation,3,11,post_selector,0.6666666666666666,0.6666666666666666,0.7777777777777778,12
phase_activation,4,11,post_selector,0.5833333333333334,0.5833333333333333,0.75,12
phase_activation,0,12,post_selector,1.0,1.0,1.0,12
phase_activation,1,12,post_selector,1.0,1.0,1.0,12
phase_activation,2,12,post_selector,0.8125,0.8125,0.890625,16
phase_activation,3,12,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,4,12,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,13,post_selector,1.0,1.0,1.0,12
phase_activation,1,13,post_selector,1.0,1.0,1.0,12
phase_activation,2,13,post_selector,0.8125,0.8125,0.953125,16
phase_activation,3,13,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,4,13,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,14,post_selector,1.0,1.0,1.0,12
phase_activation,1,14,post_selector,1.0,1.0,1.0,12
phase_activation,2,14,post_selector,0.9375,0.9375,0.953125,16
phase_activation,3,14,post_selector,0.8333333333333334,0.8333333333333333,1.0,12
phase_activation,4,14,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,15,post_selector,1.0,1.0,1.0,12
phase_activation,1,15,post_selector,1.0,1.0,1.0,12
phase_activation,2,15,post_selector,0.9375,0.9375,0.984375,16
phase_activation,3,15,post_selector,0.8333333333333334,0.8333333333333333,0.9444444444444444,12
phase_activation,4,15,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,16,post_selector,1.0,1.0,1.0,12
phase_activation,1,16,post_selector,1.0,1.0,1.0,12
phase_activation,2,16,post_selector,1.0,1.0,1.0,16
phase_activation,3,16,post_selector,1.0,1.0,1.0,12
phase_activation,4,16,post_selector,1.0,1.0,1.0,12
phase_activation,0,17,post_selector,1.0,1.0,1.0,12
phase_activation,1,17,post_selector,1.0,1.0,1.0,12
phase_activation,2,17,post_selector,1.0,1.0,1.0,16
phase_activation,3,17,post_selector,1.0,1.0,1.0,12
phase_activation,4,17,post_selector,1.0,1.0,1.0,12
phase_activation,0,18,post_selector,1.0,1.0,1.0,12
phase_activation,1,18,post_selector,1.0,1.0,1.0,12
phase_activation,2,18,post_selector,1.0,1.0,1.0,16
phase_activation,3,18,post_selector,1.0,1.0,1.0,12
phase_activation,4,18,post_selector,1.0,1.0,1.0,12
phase_activation,0,19,post_selector,1.0,1.0,1.0,12
phase_activation,1,19,post_selector,1.0,1.0,1.0,12
phase_activation,2,19,post_selector,1.0,1.0,1.0,16
phase_activation,3,19,post_selector,1.0,1.0,1.0,12
phase_activation,4,19,post_selector,1.0,1.0,1.0,12
phase_activation,0,20,post_selector,1.0,1.0,1.0,12
phase_activation,1,20,post_selector,1.0,1.0,1.0,12
phase_activation,2,20,post_selector,1.0,1.0,1.0,16
phase_activation,3,20,post_selector,1.0,1.0,1.0,12
phase_activation,4,20,post_selector,1.0,1.0,1.0,12
phase_activation,0,21,post_selector,1.0,1.0,1.0,12
phase_activation,1,21,post_selector,1.0,1.0,1.0,12
phase_activation,2,21,post_selector,1.0,1.0,1.0,16
phase_activation,3,21,post_selector,1.0,1.0,1.0,12
phase_activation,4,21,post_selector,1.0,1.0,1.0,12
phase_activation,0,22,post_selector,1.0,1.0,1.0,12
phase_activation,1,22,post_selector,1.0,1.0,1.0,12
phase_activation,2,22,post_selector,1.0,1.0,1.0,16
phase_activation,3,22,post_selector,1.0,1.0,1.0,12
phase_activation,4,22,post_selector,1.0,1.0,1.0,12
phase_activation,0,23,post_selector,1.0,1.0,1.0,12
phase_activation,1,23,post_selector,1.0,1.0,1.0,12
phase_activation,2,23,post_selector,1.0,1.0,1.0,16
phase_activation,3,23,post_selector,1.0,1.0,1.0,12
phase_activation,4,23,post_selector,1.0,1.0,1.0,12
phase_activation,0,24,post_selector,1.0,1.0,1.0,12
phase_activation,1,24,post_selector,1.0,1.0,1.0,12
phase_activation,2,24,post_selector,1.0,1.0,1.0,16
phase_activation,3,24,post_selector,1.0,1.0,1.0,12
phase_activation,4,24,post_selector,1.0,1.0,1.0,12
phase_activation,0,25,post_selector,1.0,1.0,1.0,12
phase_activation,1,25,post_selector,1.0,1.0,1.0,12
phase_activation,2,25,post_selector,1.0,1.0,1.0,16
phase_activation,3,25,post_selector,1.0,1.0,1.0,12
phase_activation,4,25,post_selector,1.0,1.0,1.0,12
phase_activation,0,26,post_selector,1.0,1.0,1.0,12
phase_activation,1,26,post_selector,1.0,1.0,1.0,12
phase_activation,2,26,post_selector,1.0,1.0,1.0,16
phase_activation,3,26,post_selector,1.0,1.0,1.0,12
phase_activation,4,26,post_selector,1.0,1.0,1.0,12
phase_activation,0,27,post_selector,1.0,1.0,1.0,12
phase_activation,1,27,post_selector,1.0,1.0,1.0,12
phase_activation,2,27,post_selector,1.0,1.0,1.0,16
phase_activation,3,27,post_selector,1.0,1.0,1.0,12
phase_activation,4,27,post_selector,1.0,1.0,1.0,12
phase_activation,0,28,post_selector,1.0,1.0,1.0,12
phase_activation,1,28,post_selector,1.0,1.0,1.0,12
phase_activation,2,28,post_selector,1.0,1.0,1.0,16
phase_activation,3,28,post_selector,1.0,1.0,1.0,12
phase_activation,4,28,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,29,post_selector,1.0,1.0,1.0,12
phase_activation,1,29,post_selector,1.0,1.0,1.0,12
phase_activation,2,29,post_selector,1.0,1.0,1.0,16
phase_activation,3,29,post_selector,1.0,1.0,1.0,12
phase_activation,4,29,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,30,post_selector,1.0,1.0,1.0,12
phase_activation,1,30,post_selector,1.0,1.0,1.0,12
phase_activation,2,30,post_selector,1.0,1.0,1.0,16
phase_activation,3,30,post_selector,1.0,1.0,1.0,12
phase_activation,4,30,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,31,post_selector,1.0,1.0,1.0,12
phase_activation,1,31,post_selector,1.0,1.0,1.0,12
phase_activation,2,31,post_selector,1.0,1.0,1.0,16
phase_activation,3,31,post_selector,1.0,1.0,1.0,12
phase_activation,4,31,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,32,post_selector,1.0,1.0,1.0,12
phase_activation,1,32,post_selector,1.0,1.0,1.0,12
phase_activation,2,32,post_selector,1.0,1.0,1.0,16
phase_activation,3,32,post_selector,1.0,1.0,1.0,12
phase_activation,4,32,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,0,33,post_selector,1.0,1.0,1.0,12
phase_activation,1,33,post_selector,1.0,1.0,1.0,12
phase_activation,2,33,post_selector,1.0,1.0,1.0,16
phase_activation,3,33,post_selector,1.0,1.0,1.0,12
phase_activation,4,33,post_selector,0.9166666666666666,0.9166666666666667,0.9444444444444444,12
phase_activation,0,34,post_selector,1.0,1.0,1.0,12
phase_activation,1,34,post_selector,1.0,1.0,1.0,12
phase_activation,2,34,post_selector,1.0,1.0,1.0,16
phase_activation,3,34,post_selector,1.0,1.0,1.0,12
phase_activation,4,34,post_selector,0.9166666666666666,0.9166666666666667,0.9166666666666667,12
phase_activation,0,35,post_selector,1.0,1.0,1.0,12
phase_activation,1,35,post_selector,0.9166666666666666,0.9166666666666667,1.0,12
phase_activation,2,35,post_selector,1.0,1.0,1.0,16
phase_activation,3,35,post_selector,1.0,1.0,1.0,12
phase_activation,4,35,post_selector,0.9166666666666666,0.9166666666666667,0.9444444444444444,12
phase_activation,0,0,public_task_span,0.5,0.5,0.5,12
phase_activation,1,0,public_task_span,0.5,0.5,0.5833333333333333,12
phase_activation,2,0,public_task_span,0.5,0.5,0.671875,16
phase_activation,3,0,public_task_span,0.4166666666666667,0.41666666666666663,0.4444444444444444,12
phase_activation,4,0,public_task_span,0.5,0.5,0.4444444444444444,12
phase_activation,0,1,public_task_span,0.5,0.5,0.6666666666666667,12
phase_activation,1,1,public_task_span,0.3333333333333333,0.3333333333333333,0.3333333333333333,12
phase_activation,2,1,public_task_span,0.5,0.5,0.546875,16
phase_activation,3,1,public_task_span,0.5833333333333334,0.5833333333333334,0.6111111111111112,12
phase_activation,4,1,public_task_span,0.5833333333333334,0.5833333333333334,0.6111111111111112,12
phase_activation,0,2,public_task_span,0.5,0.5,0.5555555555555555,12
phase_activation,1,2,public_task_span,0.5,0.5,0.27777777777777773,12
phase_activation,2,2,public_task_span,0.5625,0.5625,0.546875,16
phase_activation,3,2,public_task_span,0.5,0.5,0.5555555555555556,12
phase_activation,4,2,public_task_span,0.5,0.5,0.5555555555555556,12
phase_activation,0,3,public_task_span,0.4166666666666667,0.4166666666666667,0.5833333333333334,12
phase_activation,1,3,public_task_span,0.5,0.5,0.41666666666666663,12
phase_activation,2,3,public_task_span,0.4375,0.4375,0.5,16
phase_activation,3,3,public_task_span,0.5,0.5,0.4722222222222222,12
phase_activation,4,3,public_task_span,0.5,0.5,0.4722222222222222,12
phase_activation,0,4,public_task_span,0.5,0.5,0.6111111111111112,12
phase_activation,1,4,public_task_span,0.5,0.5,0.38888888888888884,12
phase_activation,2,4,public_task_span,0.4375,0.4375,0.546875,16
phase_activation,3,4,public_task_span,0.5,0.5,0.5277777777777778,12
phase_activation,4,4,public_task_span,0.5833333333333334,0.5833333333333333,0.5277777777777777,12
phase_activation,0,5,public_task_span,0.5833333333333334,0.5833333333333334,0.6666666666666667,12
phase_activation,1,5,public_task_span,0.5,0.5,0.41666666666666663,12
phase_activation,2,5,public_task_span,0.5,0.5,0.453125,16
phase_activation,3,5,public_task_span,0.4166666666666667,0.4166666666666667,0.4444444444444444,12
phase_activation,4,5,public_task_span,0.5,0.5,0.5277777777777777,12
phase_activation,0,6,public_task_span,0.5833333333333334,0.5833333333333334,0.6944444444444444,12
phase_activation,1,6,public_task_span,0.5,0.5,0.5277777777777779,12
phase_activation,2,6,public_task_span,0.5,0.5,0.421875,16
phase_activation,3,6,public_task_span,0.4166666666666667,0.41666666666666663,0.4444444444444444,12
phase_activation,4,6,public_task_span,0.5,0.5,0.4722222222222222,12
phase_activation,0,7,public_task_span,0.6666666666666666,0.6666666666666666,0.638888888888889,12
phase_activation,1,7,public_task_span,0.5833333333333334,0.5833333333333334,0.5277777777777779,12
phase_activation,2,7,public_task_span,0.5,0.5,0.40625,16
phase_activation,3,7,public_task_span,0.5833333333333334,0.5833333333333333,0.4444444444444444,12
phase_activation,4,7,public_task_span,0.5833333333333334,0.5833333333333333,0.47222222222222227,12
phase_activation,0,8,public_task_span,0.75,0.75,0.6944444444444445,12
phase_activation,1,8,public_task_span,0.5833333333333334,0.5833333333333334,0.5,12
phase_activation,2,8,public_task_span,0.5,0.5,0.453125,16
phase_activation,3,8,public_task_span,0.6666666666666666,0.6666666666666667,0.4722222222222222,12
phase_activation,4,8,public_task_span,0.4166666666666667,0.41666666666666663,0.4444444444444445,12
phase_activation,0,9,public_task_span,0.5833333333333334,0.5833333333333333,0.5277777777777778,12
phase_activation,1,9,public_task_span,0.5,0.5,0.5,12
phase_activation,2,9,public_task_span,0.5625,0.5625,0.40625,16
phase_activation,3,9,public_task_span,0.5,0.5,0.47222222222222227,12
phase_activation,4,9,public_task_span,0.4166666666666667,0.41666666666666663,0.4444444444444445,12
phase_activation,0,10,public_task_span,0.5833333333333334,0.5833333333333334,0.5277777777777777,12
phase_activation,1,10,public_task_span,0.5,0.5,0.5,12
phase_activation,2,10,public_task_span,0.4375,0.4375,0.390625,16
phase_activation,3,10,public_task_span,0.4166666666666667,0.41666666666666663,0.44444444444444453,12
phase_activation,4,10,public_task_span,0.4166666666666667,0.41666666666666663,0.36111111111111116,12
phase_activation,0,11,public_task_span,0.5,0.5,0.5833333333333334,12
phase_activation,1,11,public_task_span,0.5,0.5,0.49999999999999994,12
phase_activation,2,11,public_task_span,0.5,0.5,0.5,16
phase_activation,3,11,public_task_span,0.5,0.5,0.5555555555555556,12
phase_activation,4,11,public_task_span,0.4166666666666667,0.41666666666666663,0.38888888888888884,12
phase_activation,0,12,public_task_span,0.6666666666666666,0.6666666666666667,0.5277777777777778,12
phase_activation,1,12,public_task_span,0.5833333333333334,0.5833333333333334,0.5277777777777777,12
phase_activation,2,12,public_task_span,0.5625,0.5625,0.484375,16
phase_activation,3,12,public_task_span,0.4166666666666667,0.4166666666666667,0.47222222222222227,12
phase_activation,4,12,public_task_span,0.4166666666666667,0.41666666666666663,0.4722222222222222,12
phase_activation,0,13,public_task_span,0.6666666666666666,0.6666666666666666,0.5833333333333333,12
phase_activation,1,13,public_task_span,0.5,0.5,0.5833333333333335,12
phase_activation,2,13,public_task_span,0.5,0.5,0.515625,16
